,sentence no,sentence,word,tag
172,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",Dragonite,B-POKEMON
173,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",present,OTHER
174,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",itself,OTHER
175,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",as,OTHER
176,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",a,OTHER
177,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options","threat,",OTHER
178,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",demanding,OTHER
179,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",an,OTHER
180,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",immediate,OTHER
181,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",answer,OTHER
182,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",from,OTHER
183,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",the,OTHER
184,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",opponent,OTHER
185,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",to,OTHER
186,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",avoid,OTHER
187,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",letting,OTHER
188,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",it,OTHER
189,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",get,OTHER
190,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",to,OTHER
191,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",2,OTHER
192,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",Speed,B-STATS
193,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",and,OTHER
194,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",roll,OTHER
195,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",through,OTHER
196,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",any,OTHER
197,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",possible,OTHER
198,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",revenge,OTHER
199,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",killing,OTHER
200,10,"Dragon Dance lets Dragonite present itself as a threat, demanding an immediate answer from the opponent to avoid letting it get to +2 Speed and roll through any possible revenge killing options",options,OTHER
201,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Fly,B-MOVE
202,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",paired,OTHER
203,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",with,OTHER
204,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Flyinium,B-ITEM
205,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Z,I-ITEM
206,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",lets,OTHER
207,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",Dragonite,B-POKEMON
208,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",nuke,OTHER
209,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",any,OTHER
210,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",opposition,OTHER
211,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",that's,OTHER
212,11,"Fly paired with Flyinium Z lets Dragonite nuke any opposition that's hit neutrally, dropping Pokemon like Tapu Fini, Clefable, and Garchomp after a Dragon Dance",hit,OTHER
