og_#,#,,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp.Def,Speed
b'660 DiggersbyNormal Ground 423 85 56 77 50 77 78',662 FletchinderFire Flying 382 62 73 55 56 52 84,,,,,,,660 ,,,
b'661 FletchlingNormal Flying 278 45 50 43 40 38 62',663 TalonflameFire Flying 499 78 81 71 74 69 126,,,,,,,661 ,,,
b'662 FletchinderFire Flying 382 62 73 55 56 52 84',664 ScatterbugBug  200 38 35 40 27 25 35,,,,,,,662 ,,,
b'663 TalonflameFire Flying 499 78 81 71 74 69 126',665 SpewpaBug  213 45 22 60 27 30 29,,,,,,,663 ,,,
b'664 ScatterbugBug  200 38 35 40 27 25 35',666 VivillonBug Flying 411 80 52 50 90 50 89,,,,,,,664 ,,,
b'665 SpewpaBug  213 45 22 60 27 30 29',667 LitleoFire Normal 369 62 50 58 73 54 72,,,,,,,665 ,,,
b'666 VivillonBug Flying 411 80 52 50 90 50 89',668 PyroarFire Normal 507 86 68 72 109 66 106,,,,,,,666 ,,,
b'667 LitleoFire Normal 369 62 50 58 73 54 72',669 Flab\xc3\xa9b\xc3\xa9Fairy  303 44 38 39 61 79 42,,,,,,,667 ,,,
b'668 PyroarFire Normal 507 86 68 72 109 66 106',670 FloetteFairy  371 54 45 47 75 98 52,,,,,,,668 ,,,
b'669 Flab\xc3\xa9b\xc3\xa9Fairy  303 44 38 39 61 79 42',671 FlorgesFairy  552 78 65 68 112 154 75,,,,,,,669 ,,,
b'670 FloetteFairy  371 54 45 47 75 98 52',672 SkiddoGrass  350 66 65 48 62 57 52,,,,,,,670 ,,,
b'671 FlorgesFairy  552 78 65 68 112 154 75',673 GogoatGrass  531 123 100 62 97 81 68,,,,,,,671 ,,,
b'672 SkiddoGrass  350 66 65 48 62 57 52',674 PanchamFighting  348 67 82 62 46 48 43,,,,,,,672 ,,,
b'673 GogoatGrass  531 123 100 62 97 81 68',675 PangoroFighting Dark 495 95 124 78 69 71 58,,,,,,,673 ,,,
b'674 PanchamFighting  348 67 82 62 46 48 43',676 FurfrouNormal  472 75 80 60 65 90 102,,,,,,,674 ,,,
b'675 PangoroFighting Dark 495 95 124 78 69 71 58',677 EspurrPsychic  355 62 48 54 63 60 68,,,,,,,675 ,,,
b'676 FurfrouNormal  472 75 80 60 65 90 102',678 Meowstic FemalePsychic  466 74 48 76 83 81 104,,,,,,,676 ,,,
b'677 EspurrPsychic  355 62 48 54 63 60 68',678 Meowstic MalePsychic  466 74 48 76 83 81 104,,,,,,,677 ,,,
b'678 Meowstic FemalePsychic  466 74 48 76 83 81 104',679 HonedgeSteel Ghost 325 45 80 100 35 37 28,,,,,,,678 ,,,
b'678 Meowstic MalePsychic  466 74 48 76 83 81 104',680 DoubladeSteel Ghost 448 59 110 150 45 49 35,,,,,,,678 ,,,
b'679 HonedgeSteel Ghost 325 45 80 100 35 37 28',681 Aegislash Blade FormeSteel Ghost 500 60 140 50 140 50 60,,,,,,,679 ,,,
b'680 DoubladeSteel Ghost 448 59 110 150 45 49 35',681 Aegislash Shield FormeSteel Ghost 500 60 50 140 50 140 60,,,,,,,680 ,,,
b'681 Aegislash Blade FormeSteel Ghost 500 60 140 50 140 50 60',682 SpritzeeFairy  341 78 52 60 63 65 23,,,,,,,681 ,,,
b'681 Aegislash Shield FormeSteel Ghost 500 60 50 140 50 140 60',683 AromatisseFairy  462 101 72 72 99 89 29,,,,,,,681 ,,,
b'682 SpritzeeFairy  341 78 52 60 63 65 23',684 SwirlixFairy  341 62 48 66 59 57 49,,,,,,,682 ,,,
b'683 AromatisseFairy  462 101 72 72 99 89 29',685 SlurpuffFairy  480 82 80 86 85 75 72,,,,,,,683 ,,,
b'684 SwirlixFairy  341 62 48 66 59 57 49',686 InkayDark Psychic 288 53 54 53 37 46 45,,,,,,,684 ,,,
b'685 SlurpuffFairy  480 82 80 86 85 75 72',687 MalamarDark Psychic 482 86 92 88 68 75 73,,,,,,,685 ,,,
b'686 InkayDark Psychic 288 53 54 53 37 46 45',688 BinacleRock Water 306 42 52 67 39 56 50,,,,,,,686 ,,,
b'687 MalamarDark Psychic 482 86 92 88 68 75 73',689 BarbaracleRock Water 500 72 105 115 54 86 68,,,,,,,687 ,,,
b'688 BinacleRock Water 306 42 52 67 39 56 50',690 SkrelpPoison Water 320 50 60 60 60 60 30,,,,,,,688 ,,,
b'689 BarbaracleRock Water 500 72 105 115 54 86 68',691 DragalgePoison Dragon 494 65 75 90 97 123 44,,,,,,,689 ,,,
b'690 SkrelpPoison Water 320 50 60 60 60 60 30',692 ClauncherWater  330 50 53 62 58 63 44,,,,,,,690 ,,,
b'691 DragalgePoison Dragon 494 65 75 90 97 123 44',693 ClawitzerWater  500 71 73 88 120 89 59,,,,,,,691 ,,,
b'692 ClauncherWater  330 50 53 62 58 63 44',694 HelioptileElectric Normal 289 44 38 33 61 43 70,,,,,,,692 ,,,
b'693 ClawitzerWater  500 71 73 88 120 89 59',695 HelioliskElectric Normal 481 62 55 52 109 94 109,,,,,,,693 ,,,
b'694 HelioptileElectric Normal 289 44 38 33 61 43 70',696 TyruntRock Dragon 362 58 89 77 45 45 48,,,,,,,694 ,,,
b'695 HelioliskElectric Normal 481 62 55 52 109 94 109',697 TyrantrumRock Dragon 521 82 121 119 69 59 71,,,,,,,695 ,,,
b'696 TyruntRock Dragon 362 58 89 77 45 45 48',698 AmauraRock Ice 362 77 59 50 67 63 46,,,,,,,696 ,,,
b'697 TyrantrumRock Dragon 521 82 121 119 69 59 71',699 AurorusRock Ice 521 123 77 72 99 92 58,,,,,,,697 ,,,
b'698 AmauraRock Ice 362 77 59 50 67 63 46',700 SylveonFairy  525 95 65 65 110 130 60,,,,,,,698 ,,,
b'699 AurorusRock Ice 521 123 77 72 99 92 58',701 HawluchaFighting Flying 500 78 92 75 74 63 118,,,,,,,699 ,,,
b'700 SylveonFairy  525 95 65 65 110 130 60',702 DedenneElectric Fairy 431 67 58 57 81 67 101,,,,,,,700 ,,,
b'701 HawluchaFighting Flying 500 78 92 75 74 63 118',703 CarbinkRock Fairy 500 50 50 150 50 150 50,,,,,,,701 ,,,
b'702 DedenneElectric Fairy 431 67 58 57 81 67 101',704 GoomyDragon  300 45 50 35 55 75 40,,,,,,,702 ,,,
b'703 CarbinkRock Fairy 500 50 50 150 50 150 50',705 Sliggoo Hisuian SliggooSteel Dragon 452 58 75 83 83 113 40,,,,,,,703 ,,,
b'704 GoomyDragon  300 45 50 35 55 75 40',705 SliggooDragon  452 68 75 53 83 113 60,,,,,,,704 ,,,
b'705 Sliggoo Hisuian SliggooSteel Dragon 452 58 75 83 83 113 40',706 Goodra Hisuian GoodraSteel Dragon 600 80 100 100 110 150 60,,,,,,,705 ,,,
b'705 SliggooDragon  452 68 75 53 83 113 60',706 GoodraDragon  600 90 100 70 110 150 80,,,,,,,705 ,,,
b'706 Goodra Hisuian GoodraSteel Dragon 600 80 100 100 110 150 60',707 KlefkiSteel Fairy 470 57 80 91 80 87 75,,,,,,,706 ,,,
b'706 GoodraDragon  600 90 100 70 110 150 80',708 PhantumpGhost Grass 309 43 70 48 50 60 38,,,,,,,706 ,,,
b'707 KlefkiSteel Fairy 470 57 80 91 80 87 75',709 TrevenantGhost Grass 474 85 110 76 65 82 56,,,,,,,707 ,,,
b'708 PhantumpGhost Grass 309 43 70 48 50 60 38',710 Pumpkaboo Average SizeGhost Grass 335 49 66 70 44 55 51,,,,,,,708 ,,,
b'709 TrevenantGhost Grass 474 85 110 76 65 82 56',710 Pumpkaboo Large SizeGhost Grass 335 54 66 70 44 55 46,,,,,,,709 ,,,
b'710 Pumpkaboo Average SizeGhost Grass 335 49 66 70 44 55 51',710 Pumpkaboo Small SizeGhost Grass 335 44 66 70 44 55 56,,,,,,,710 ,,,
b'710 Pumpkaboo Large SizeGhost Grass 335 54 66 70 44 55 46',710 Pumpkaboo Super SizeGhost Grass 335 59 66 70 44 55 41,,,,,,,710 ,,,
b'710 Pumpkaboo Small SizeGhost Grass 335 44 66 70 44 55 56',711 Gourgeist Average SizeGhost Grass 494 65 90 122 58 75 84,,,,,,,710 ,,,
b'710 Pumpkaboo Super SizeGhost Grass 335 59 66 70 44 55 41',711 Gourgeist Large SizeGhost Grass 494 75 95 122 58 75 69,,,,,,,710 ,,,
b'711 Gourgeist Average SizeGhost Grass 494 65 90 122 58 75 84',711 Gourgeist Small SizeGhost Grass 494 55 85 122 58 75 99,,,,,,,711 ,,,
b'711 Gourgeist Large SizeGhost Grass 494 75 95 122 58 75 69',711 Gourgeist Super SizeGhost Grass 494 85 100 122 58 75 54,,,,,,,711 ,,,
b'711 Gourgeist Small SizeGhost Grass 494 55 85 122 58 75 99',712 BergmiteIce  304 55 69 85 32 35 28,,,,,,,711 ,,,
b'711 Gourgeist Super SizeGhost Grass 494 85 100 122 58 75 54',713 Avalugg Hisuian AvaluggIce Rock 514 95 127 184 34 36 38,,,,,,,711 ,,,
b'712 BergmiteIce  304 55 69 85 32 35 28',713 AvaluggIce  514 95 117 184 44 46 28,,,,,,,712 ,,,
b'713 Avalugg Hisuian AvaluggIce Rock 514 95 127 184 34 36 38',714 NoibatFlying Dragon 245 40 30 35 45 40 55,,,,,,,713 ,,,
b'713 AvaluggIce  514 95 117 184 44 46 28',715 NoivernFlying Dragon 535 85 70 80 97 80 123,,,,,,,713 ,,,
b'714 NoibatFlying Dragon 245 40 30 35 45 40 55',716 XerneasFairy  680 126 131 95 131 98 99,,,,,,,714 ,,,
b'715 NoivernFlying Dragon 535 85 70 80 97 80 123',717 YveltalDark Flying 680 126 131 95 131 98 99,,,,,,,715 ,,,
b'716 XerneasFairy  680 126 131 95 131 98 99',718 Zygarde 10% FormeDragon Ground 486 54 100 71 61 85 115,,,,,,,716 ,,,
b'717 YveltalDark Flying 680 126 131 95 131 98 99',718 Zygarde 50% FormeDragon Ground 600 108 100 121 81 95 95,,,,,,,717 ,,,
b'718 Zygarde 10% FormeDragon Ground 486 54 100 71 61 85 115',718 Zygarde Complete FormeDragon Ground 708 216 100 121 91 95 85,,,,,,,718 ,,,
b'718 Zygarde 50% FormeDragon Ground 600 108 100 121 81 95 95',719 DiancieRock Fairy 600 50 100 150 100 150 50,,,,,,,718 ,,,
b'718 Zygarde Complete FormeDragon Ground 708 216 100 121 91 95 85',719 Mega Diancie Rock Fairy 700 50 160 110 160 110 110,,,,,,,718 ,,,
b'719 DiancieRock Fairy 600 50 100 150 100 150 50',720 Hoopa Hoopa ConfinedPsychic Ghost 600 80 110 60 150 130 70,,,,,,,719 ,,,
b'719 Mega Diancie Rock Fairy 700 50 160 110 160 110 110',720 Hoopa Hoopa UnboundPsychic Dark 680 80 160 60 170 130 80,,,,,,,719 ,,,
b'720 Hoopa Hoopa ConfinedPsychic Ghost 600 80 110 60 150 130 70',721 VolcanionFire Water 600 80 110 120 130 90 70,,,,,,,720 ,,,
b'720 Hoopa Hoopa UnboundPsychic Dark 680 80 160 60 170 130 80',722 RowletGrass Flying 320 68 55 55 50 50 42,,,,,,,720 ,,,
b'721 VolcanionFire Water 600 80 110 120 130 90 70',723 DartrixGrass Flying 420 78 75 75 70 70 52,,,,,,,721 ,,,
b'722 RowletGrass Flying 320 68 55 55 50 50 42',724 Decidueye Hisuian DecidueyeGrass Fighting 530 88 112 80 95 95 60,,,,,,,722 ,,,
b'723 DartrixGrass Flying 420 78 75 75 70 70 52',724 DecidueyeGrass Ghost 530 78 107 75 100 100 70,,,,,,,723 ,,,
b'724 Decidueye Hisuian DecidueyeGrass Fighting 530 88 112 80 95 95 60',725 LittenFire  320 45 65 40 60 40 70,,,,,,,724 ,,,
b'724 DecidueyeGrass Ghost 530 78 107 75 100 100 70',726 TorracatFire  420 65 85 50 80 50 90,,,,,,,724 ,,,
b'725 LittenFire  320 45 65 40 60 40 70',727 IncineroarFire Dark 530 95 115 90 80 90 60,,,,,,,725 ,,,
b'726 TorracatFire  420 65 85 50 80 50 90',728 PopplioWater  320 50 54 54 66 56 40,,,,,,,726 ,,,
b'727 IncineroarFire Dark 530 95 115 90 80 90 60',729 BrionneWater  420 60 69 69 91 81 50,,,,,,,727 ,,,
b'728 PopplioWater  320 50 54 54 66 56 40',730 PrimarinaWater Fairy 530 80 74 74 126 116 60,,,,,,,728 ,,,
b'729 BrionneWater  420 60 69 69 91 81 50',731 PikipekNormal Flying 265 35 75 30 30 30 65,,,,,,,729 ,,,
b'730 PrimarinaWater Fairy 530 80 74 74 126 116 60',732 TrumbeakNormal Flying 355 55 85 50 40 50 75,,,,,,,730 ,,,
b'731 PikipekNormal Flying 265 35 75 30 30 30 65',733 ToucannonNormal Flying 485 80 120 75 75 75 60,,,,,,,731 ,,,
b'732 TrumbeakNormal Flying 355 55 85 50 40 50 75',734 YungoosNormal  253 48 70 30 30 30 45,,,,,,,732 ,,,
b'733 ToucannonNormal Flying 485 80 120 75 75 75 60',735 GumshoosNormal  418 88 110 60 55 60 45,,,,,,,733 ,,,
b'734 YungoosNormal  253 48 70 30 30 30 45',736 GrubbinBug  300 47 62 45 55 45 46,,,,,,,734 ,,,
b'735 GumshoosNormal  418 88 110 60 55 60 45',737 CharjabugBug Electric 400 57 82 95 55 75 36,,,,,,,735 ,,,
b'736 GrubbinBug  300 47 62 45 55 45 46',738 VikavoltBug Electric 500 77 70 90 145 75 43,,,,,,,736 ,,,
b'737 CharjabugBug Electric 400 57 82 95 55 75 36',739 CrabrawlerFighting  338 47 82 57 42 47 63,,,,,,,737 ,,,
b'738 VikavoltBug Electric 500 77 70 90 145 75 43',740 CrabominableFighting Ice 478 97 132 77 62 67 43,,,,,,,738 ,,,
b'739 CrabrawlerFighting  338 47 82 57 42 47 63',741 Oricorio Baile StyleFire Flying 476 75 70 70 98 70 93,,,,,,,739 ,,,
b'740 CrabominableFighting Ice 478 97 132 77 62 67 43',741 Oricorio Pa'u StylePsychic Flying 476 75 70 70 98 70 93,,,,,,,740 ,,,
b'741 Oricorio Baile StyleFire Flying 476 75 70 70 98 70 93',741 Oricorio Pom-Pom StyleElectric Flying 476 75 70 70 98 70 93,,,,,,,741 ,,,
b'741 Oricorio Pom-Pom StyleElectric Flying 476 75 70 70 98 70 93',741 Oricorio Sensu StyleGhost Flying 476 75 70 70 98 70 93,,,,,,,741 ,,,
b'741 Oricorio Sensu StyleGhost Flying 476 75 70 70 98 70 93',742 CutieflyBug Fairy 304 40 45 40 55 40 84,,,,,,,741 ,,,
b'742 CutieflyBug Fairy 304 40 45 40 55 40 84',743 RibombeeBug Fairy 464 60 55 60 95 70 124,,,,,,,742 ,,,
b'743 RibombeeBug Fairy 464 60 55 60 95 70 124',744 Rockruff Own Tempo RockruffRock  280 45 65 40 30 40 60,,,,,,,743 ,,,
b'744 Rockruff Own Tempo RockruffRock  280 45 65 40 30 40 60',744 RockruffRock  280 45 65 40 30 40 60,,,,,,,744 ,,,
b'744 RockruffRock  280 45 65 40 30 40 60',745 Lycanroc Dusk FormRock  487 75 117 65 55 65 110,,,,,,,744 ,,,
b'745 Lycanroc Dusk FormRock  487 75 117 65 55 65 110',745 Lycanroc Midday FormRock  487 75 115 65 55 65 112,,,,,,,745 ,,,
b'745 Lycanroc Midday FormRock  487 75 115 65 55 65 112',745 Lycanroc Midnight FormRock  487 85 115 75 55 75 82,,,,,,,745 ,,,
b'745 Lycanroc Midnight FormRock  487 85 115 75 55 75 82',746 Wishiwashi School FormWater  620 45 140 130 140 135 30,,,,,,,745 ,,,
b'746 Wishiwashi School FormWater  620 45 140 130 140 135 30',746 Wishiwashi Solo FormWater  175 45 20 20 25 25 40,,,,,,,746 ,,,
b'746 Wishiwashi Solo FormWater  175 45 20 20 25 25 40',747 MareaniePoison Water 305 50 53 62 43 52 45,,,,,,,746 ,,,
b'747 MareaniePoison Water 305 50 53 62 43 52 45',748 ToxapexPoison Water 495 50 63 152 53 142 35,,,,,,,747 ,,,
b'748 ToxapexPoison Water 495 50 63 152 53 142 35',749 MudbrayGround  385 70 100 70 45 55 45,,,,,,,748 ,,,
b'749 MudbrayGround  385 70 100 70 45 55 45',750 MudsdaleGround  500 100 125 100 55 85 35,,,,,,,749 ,,,
b'750 MudsdaleGround  500 100 125 100 55 85 35',751 DewpiderWater Bug 269 38 40 52 40 72 27,,,,,,,750 ,,,
b'751 DewpiderWater Bug 269 38 40 52 40 72 27',752 AraquanidWater Bug 454 68 70 92 50 132 42,,,,,,,751 ,,,
b'752 AraquanidWater Bug 454 68 70 92 50 132 42',753 FomantisGrass  250 40 55 35 50 35 35,,,,,,,752 ,,,
b'753 FomantisGrass  250 40 55 35 50 35 35',754 LurantisGrass  480 70 105 90 80 90 45,,,,,,,753 ,,,
b'754 LurantisGrass  480 70 105 90 80 90 45',755 MorelullGrass Fairy 285 40 35 55 65 75 15,,,,,,,754 ,,,
b'755 MorelullGrass Fairy 285 40 35 55 65 75 15',756 ShiinoticGrass Fairy 405 60 45 80 90 100 30,,,,,,,755 ,,,
b'756 ShiinoticGrass Fairy 405 60 45 80 90 100 30',757 SalanditPoison Fire 320 48 44 40 71 40 77,,,,,,,756 ,,,
b'757 SalanditPoison Fire 320 48 44 40 71 40 77',758 SalazzlePoison Fire 480 68 64 60 111 60 117,,,,,,,757 ,,,
b'758 SalazzlePoison Fire 480 68 64 60 111 60 117',759 StuffulNormal Fighting 340 70 75 50 45 50 50,,,,,,,758 ,,,
b'759 StuffulNormal Fighting 340 70 75 50 45 50 50',760 BewearNormal Fighting 500 120 125 80 55 60 60,,,,,,,759 ,,,
b'760 BewearNormal Fighting 500 120 125 80 55 60 60',761 BounsweetGrass  210 42 30 38 30 38 32,,,,,,,760 ,,,
b'761 BounsweetGrass  210 42 30 38 30 38 32',762 SteeneeGrass  290 52 40 48 40 48 62,,,,,,,761 ,,,
b'762 SteeneeGrass  290 52 40 48 40 48 62',763 TsareenaGrass  510 72 120 98 50 98 72,,,,,,,762 ,,,
b'763 TsareenaGrass  510 72 120 98 50 98 72',764 ComfeyFairy  485 51 52 90 82 110 100,,,,,,,763 ,,,
b'764 ComfeyFairy  485 51 52 90 82 110 100',765 OranguruNormal Psychic 490 90 60 80 90 110 60,,,,,,,764 ,,,
b'765 OranguruNormal Psychic 490 90 60 80 90 110 60',766 PassimianFighting  490 100 120 90 40 60 80,,,,,,,765 ,,,
b'766 PassimianFighting  490 100 120 90 40 60 80',767 WimpodBug Water 230 25 35 40 20 30 80,,,,,,,766 ,,,
b'767 WimpodBug Water 230 25 35 40 20 30 80',768 GolisopodBug Water 530 75 125 140 60 90 40,,,,,,,767 ,,,
b'768 GolisopodBug Water 530 75 125 140 60 90 40',769 SandygastGhost Ground 320 55 55 80 70 45 15,,,,,,,768 ,,,
b'769 SandygastGhost Ground 320 55 55 80 70 45 15',770 PalossandGhost Ground 480 85 75 110 100 75 35,,,,,,,769 ,,,
b'770 PalossandGhost Ground 480 85 75 110 100 75 35',771 PyukumukuWater  410 55 60 130 30 130 5,,,,,,,770 ,,,
b'771 PyukumukuWater  410 55 60 130 30 130 5',772 Type: NullNormal  534 95 95 95 95 95 59,,,,,,,771 ,,,
b'772 Type: NullNormal  534 95 95 95 95 95 59',773 SilvallyNormal  570 95 95 95 95 95 95,,,,,,,772 ,,,
b'773 SilvallyNormal  570 95 95 95 95 95 95',774 Minior Core FormRock Flying 500 60 100 60 100 60 120,,,,,,,773 ,,,
b'774 Minior Core FormRock Flying 500 60 100 60 100 60 120',774 Minior Meteor FormRock Flying 440 60 60 100 60 100 60,,,,,,,774 ,,,
b'774 Minior Meteor FormRock Flying 440 60 60 100 60 100 60',775 KomalaNormal  480 65 115 65 75 95 65,,,,,,,774 ,,,
b'775 KomalaNormal  480 65 115 65 75 95 65',776 TurtonatorFire Dragon 485 60 78 135 91 85 36,,,,,,,775 ,,,
b'776 TurtonatorFire Dragon 485 60 78 135 91 85 36',777 TogedemaruElectric Steel 435 65 98 63 40 73 96,,,,,,,776 ,,,
b'777 TogedemaruElectric Steel 435 65 98 63 40 73 96',778 MimikyuGhost Fairy 476 55 90 80 50 105 96,,,,,,,777 ,,,
b'778 MimikyuGhost Fairy 476 55 90 80 50 105 96',779 BruxishWater Psychic 475 68 105 70 70 70 92,,,,,,,778 ,,,
b'779 BruxishWater Psychic 475 68 105 70 70 70 92',780 DrampaNormal Dragon 485 78 60 85 135 91 36,,,,,,,779 ,,,
b'780 DrampaNormal Dragon 485 78 60 85 135 91 36',781 DhelmiseGhost Grass 517 70 131 100 86 90 40,,,,,,,780 ,,,
b'781 DhelmiseGhost Grass 517 70 131 100 86 90 40',782 Jangmo-oDragon  300 45 55 65 45 45 45,,,,,,,781 ,,,
b'782 Jangmo-oDragon  300 45 55 65 45 45 45',783 Hakamo-oDragon Fighting 420 55 75 90 65 70 65,,,,,,,782 ,,,
b'783 Hakamo-oDragon Fighting 420 55 75 90 65 70 65',784 Kommo-oDragon Fighting 600 75 110 125 100 105 85,,,,,,,783 ,,,
b'784 Kommo-oDragon Fighting 600 75 110 125 100 105 85',785 Tapu KokoElectric Fairy 570 70 115 85 95 75 130,,,,,,,784 ,,,
b'785 Tapu KokoElectric Fairy 570 70 115 85 95 75 130',786 Tapu LelePsychic Fairy 570 70 85 75 130 115 95,,,,,,,785 ,,,
b'786 Tapu LelePsychic Fairy 570 70 85 75 130 115 95',787 Tapu BuluGrass Fairy 570 70 130 115 85 95 75,,,,,,,786 ,,,
b'787 Tapu BuluGrass Fairy 570 70 130 115 85 95 75',788 Tapu FiniWater Fairy 570 70 75 115 95 130 85,,,,,,,787 ,,,
b'788 Tapu FiniWater Fairy 570 70 75 115 95 130 85',789 CosmogPsychic  200 43 29 31 29 31 37,,,,,,,788 ,,,
b'789 CosmogPsychic  200 43 29 31 29 31 37',790 CosmoemPsychic  400 43 29 131 29 131 37,,,,,,,789 ,,,
b'790 CosmoemPsychic  400 43 29 131 29 131 37',791 SolgaleoPsychic Steel 680 137 137 107 113 89 97,,,,,,,790 ,,,
b'791 SolgaleoPsychic Steel 680 137 137 107 113 89 97',792 LunalaPsychic Ghost 680 137 113 89 137 107 97,,,,,,,791 ,,,
b'792 LunalaPsychic Ghost 680 137 113 89 137 107 97',793 NihilegoRock Poison 570 109 53 47 127 131 103,,,,,,,792 ,,,
b'793 NihilegoRock Poison 570 109 53 47 127 131 103',794 BuzzwoleBug Fighting 570 107 139 139 53 53 79,,,,,,,793 ,,,
b'794 BuzzwoleBug Fighting 570 107 139 139 53 53 79',795 PheromosaBug Fighting 570 71 137 37 137 37 151,,,,,,,794 ,,,
b'795 PheromosaBug Fighting 570 71 137 37 137 37 151',796 XurkitreeElectric  570 83 89 71 173 71 83,,,,,,,795 ,,,
b'796 XurkitreeElectric  570 83 89 71 173 71 83',797 CelesteelaSteel Flying 570 97 101 103 107 101 61,,,,,,,796 ,,,
b'797 CelesteelaSteel Flying 570 97 101 103 107 101 61',798 KartanaGrass Steel 570 59 181 131 59 31 109,,,,,,,797 ,,,
b'798 KartanaGrass Steel 570 59 181 131 59 31 109',799 GuzzlordDark Dragon 570 223 101 53 97 53 43,,,,,,,798 ,,,
b'799 GuzzlordDark Dragon 570 223 101 53 97 53 43',800 Necrozma Dawn Wings NecrozmaPsychic Ghost 680 97 113 109 157 127 77,,,,,,,799 ,,,
b'800 Necrozma Dawn Wings NecrozmaPsychic Ghost 680 97 113 109 157 127 77',800 Necrozma Dusk Mane NecrozmaPsychic Steel 680 97 157 127 113 109 77,,,,,,,800 ,,,
b'800 Necrozma Dusk Mane NecrozmaPsychic Steel 680 97 157 127 113 109 77',800 Necrozma Ultra NecrozmaPsychic Dragon 754 97 167 97 167 97 129,,,,,,,800 ,,,
b'800 Necrozma Ultra NecrozmaPsychic Dragon 754 97 167 97 167 97 129',800 NecrozmaPsychic  600 97 107 101 127 89 79,,,,,,,800 ,,,
b'800 NecrozmaPsychic  600 97 107 101 127 89 79',801 MagearnaSteel Fairy 600 80 95 115 130 115 65,,,,,,,800 ,,,
b'801 MagearnaSteel Fairy 600 80 95 115 130 115 65',802 MarshadowFighting Ghost 600 90 125 80 90 90 125,,,,,,,801 ,,,
b'802 MarshadowFighting Ghost 600 90 125 80 90 90 125',803 PoipolePoison  420 67 73 67 73 67 73,,,,,,,802 ,,,
b'803 PoipolePoison  420 67 73 67 73 67 73',804 NaganadelPoison Dragon 540 73 73 73 127 73 121,,,,,,,803 ,,,
b'804 NaganadelPoison Dragon 540 73 73 73 127 73 121',805 StakatakaRock Steel 570 61 131 211 53 101 13,,,,,,,804 ,,,
b'805 StakatakaRock Steel 570 61 131 211 53 101 13',806 BlacephalonFire Ghost 570 53 127 53 151 79 107,,,,,,,805 ,,,
b'806 BlacephalonFire Ghost 570 53 127 53 151 79 107',807 ZeraoraElectric  600 88 112 75 102 80 143,,,,,,,806 ,,,
b'807 ZeraoraElectric  600 88 112 75 102 80 143',808 MeltanSteel  300 46 65 65 55 35 34,,,,,,,807 ,,,
b'808 MeltanSteel  300 46 65 65 55 35 34',809 MelmetalSteel  600 135 143 143 80 65 34,,,,,,,808 ,,,
b'809 MelmetalSteel  600 135 143 143 80 65 34',810 GrookeyGrass  310 50 65 50 40 40 65,,,,,,,809 ,,,
b'810 GrookeyGrass  310 50 65 50 40 40 65',811 ThwackeyGrass  420 70 85 70 55 60 80,,,,,,,810 ,,,
b'811 ThwackeyGrass  420 70 85 70 55 60 80',812 RillaboomGrass  530 100 125 90 60 70 85,,,,,,,811 ,,,
b'812 RillaboomGrass  530 100 125 90 60 70 85',813 ScorbunnyFire  310 50 71 40 40 40 69,,,,,,,812 ,,,
b'813 ScorbunnyFire  310 50 71 40 40 40 69',814 RabootFire  420 65 86 60 55 60 94,,,,,,,813 ,,,
b'814 RabootFire  420 65 86 60 55 60 94',815 CinderaceFire  530 80 116 75 65 75 119,,,,,,,814 ,,,
b'815 CinderaceFire  530 80 116 75 65 75 119',816 SobbleWater  310 50 40 40 70 40 70,,,,,,,815 ,,,
b'816 SobbleWater  310 50 40 40 70 40 70',817 DrizzileWater  420 65 60 55 95 55 90,,,,,,,816 ,,,
b'817 DrizzileWater  420 65 60 55 95 55 90',818 InteleonWater  530 70 85 65 125 65 120,,,,,,,817 ,,,
b'818 InteleonWater  530 70 85 65 125 65 120',819 SkwovetNormal  275 70 55 55 35 35 25,,,,,,,818 ,,,
b'819 SkwovetNormal  275 70 55 55 35 35 25',820 GreedentNormal  460 120 95 95 55 75 20,,,,,,,819 ,,,
b'820 GreedentNormal  460 120 95 95 55 75 20',821 RookideeFlying  245 38 47 35 33 35 57,,,,,,,820 ,,,
b'821 RookideeFlying  245 38 47 35 33 35 57',822 CorvisquireFlying  365 68 67 55 43 55 77,,,,,,,821 ,,,
b'822 CorvisquireFlying  365 68 67 55 43 55 77',823 CorviknightFlying Steel 495 98 87 105 53 85 67,,,,,,,822 ,,,
b'823 CorviknightFlying Steel 495 98 87 105 53 85 67',824 BlipbugBug  180 25 20 20 25 45 45,,,,,,,823 ,,,
b'824 BlipbugBug  180 25 20 20 25 45 45',825 DottlerBug Psychic 335 50 35 80 50 90 30,,,,,,,824 ,,,
b'825 DottlerBug Psychic 335 50 35 80 50 90 30',826 OrbeetleBug Psychic 505 60 45 110 80 120 90,,,,,,,825 ,,,
b'826 OrbeetleBug Psychic 505 60 45 110 80 120 90',827 NickitDark  245 40 28 28 47 52 50,,,,,,,826 ,,,
b'827 NickitDark  245 40 28 28 47 52 50',828 ThievulDark  455 70 58 58 87 92 90,,,,,,,827 ,,,
b'828 ThievulDark  455 70 58 58 87 92 90',829 GossifleurGrass  250 40 40 60 40 60 10,,,,,,,828 ,,,
b'829 GossifleurGrass  250 40 40 60 40 60 10',830 EldegossGrass  460 60 50 90 80 120 60,,,,,,,829 ,,,
